and_A,and_B,label,sentence1,sentence2
,,1,lucille won the game and lucille held her close,lucille didn t hold her close
,,1,neil created a better work of art and neil created a rich work of art,neil didn t create a better work of art
,,0,dustin has traveled to reghin or dustin has traveled to cluj napoca,dustin didn t travel to cluj napoca
,,0,sonia s painting is panicky or sonia s painting is happy,nellie s painting is neither panicky nor happy
,,0,felix went to tulcea or felix went to bucharest,felix went to neither craiova nor bucharest
,,1,serbia got to the quarter finals last year or australia got to the quarter finals last year,serbia didn t get to the quarter finals last year and australia didn t get to the quarter finals last year
,,1,adam will tell me about the bars in lugoj or adam will fall off,adam will neither tell me about the bars in lugoj nor fall off
,,1,ronald went to hunedoara and carole went to hunedoara,ronald didn t go to hunedoara
,,0,"Derek, who is a engineer, saw the new Tesla Roadster","Derek, Jackie's father, didn't saw the new Tesla Roadster"
,,0,annette has visited deva and annette has visited arad,randall didn t visit arad
,,0,george has visited bucharest and candice has visited bucharest,candice didn t visit deva
,,0,sherry drove awayto the bus stop and sherry spoke to him about mangalia,sherry didn t forget about teresa s past
,,1,casey created a delightful work of art and casey created a mealy work of art,casey didn t create a delightful work of art
,,0,poland got to the quarter finals last year or russia got to the quarter finals last year,neither poland nor senegal got to the quarter finals last year
,,1,switzerland is in the geopolitical position of senegal or morocco is in the geopolitical position of senegal,switzerland isn t in the geopolitical position of senegal and morocco isn t in the geopolitical position of senegal
,,1,Ana is handsome or Shelly is shapely, Ana is not handsome and Shelly is not shapely
,,0,Felix is witty or Jonathan is bewildered, Jonathan is not bewildered
,,1,maureen created a mealy work of art and maureen created a lazy work of art,maureen didn t create a mealy work of art
,,1,"Corey, who is a hairdresser, bought a Chilean wine",Corey isn't a hairdresser
,,0,natasha has traveled to slatina and natasha has traveled to blaj,colleen didn t travel to blaj
,,1,sonya will get me lying or sonya will keep saying this was crazy,sonya will neither get me lying nor keep saying this was crazy
,,0,edgar s painting is aggressive or edgar s painting is defeated,edgar s painting is neither powerful nor defeated
,,1,Tim is brave or Chester is fancy, neither Tim is brave nor Chester is fancy
,,0,kimberly shut the door down and kimberly ran from me,gladys didn t shut the door down
,,1,morris heard me and morris chose this way of life,morris didn t choose this way of life
,,0,andrea will beat him or andrea will drink a beer,andrea will not drink a beer
Ross is nice,Jan is victorious,1,Ross is nice and Jan is victorious, Ross is not nice
,,0,lindsay s painting is mushy or lindsay s painting is hallowed,lindsay s painting is neither mushy nor angry
,,1,maxine has visited vaslui and maxine has visited hunedoara,maxine didn t visit hunedoara
,,1,david has traveled to timisoara or david has traveled to lugoj,david didn t travel to timisoara and david didn t travel to lugoj
,,0,mario created a gorgeous work of art and mario created an obnoxious work of art,mario didn t create a plump work of art
,,0,"Shawn, who is a cashier, visit Anita","Shawn, who is a pilot, didn't visit Anita"
,,0,Andrew saw a boy running from a icy car,Andrew didn't saw a boy running from a gray bus with a new engine
,,1,Teresa is grumpy or Leon is eager, neither Teresa is grumpy nor Leon is eager
Kristi is obedient,Penny is easy,0,Kristi is obedient and Penny is easy, Kristi is not easy
,,0,antonio will draw ahead of the other runners or antonio will lead me to duane s house,janie will neither draw ahead of the other runners nor lead me to duane s house
,,1,audrey s painting is obedient or audrey s painting is defeated,audrey s painting isn t obedient and audrey s painting isn t defeated
,,0,courtney will buy a watch or courtney will take a summer job,curtis will neither buy a watch nor take a summer job
Karl is unimportant,Luis is uninterested,1,Karl is unimportant and Luis is uninterested, Luis is not uninterested
,,0,Stanley saw Floyd running from a gray bus,Stanley didn't saw Floyd running from a black school bus
,,1,carolyn s painting is clumsy or carolyn s painting is shapely,carolyn s painting isn t clumsy and carolyn s painting isn t shapely
,,0,chad has visited turda and ian has visited turda,chad didn t visit dej
,,1,lois created a powerful work of art and lois created a hallowed work of art,lois didn t create a powerful work of art
,,0,cecil s painting is gray or cecil s painting is helpless,cecil s painting isn t gray
,,0,Kelly is thankful or Guy is handsome, Guy is not handsome
,,1,Fernando is pitiful or Jill is bald, neither Fernando is pitiful nor Jill is bald
Dianne is brave,Glenda is alive,0,Dianne is brave and Glenda is alive, Glenda is not brave
,,0,Dawn is calm or Laura is scruffy, Laura is not scruffy
,,1,Jonathan is bald or Nathaniel is quaint, Jonathan is not bald and Nathaniel is not quaint
,,0,grace created a grumpy work of art and grace created an itchy work of art,vincent didn t create an itchy work of art
,,1,jerry will understand what i said or jerry will spend all my money,jerry will not understand what i said and jerry wil not spend all my money
,,1,violet has visited dej or violet has visited lugoj,violet visited neither dej nor lugoj
,,0,tina created a hallowed work of art and tina created a salmon work of art,tina didn t create an itchy work of art
,,0,Anne saw Heather driving Adam's bicycle,Anne didn't saw Heather driving in Blaj
,,0,holly will shut the door down or holly will dig a hole in the garden,holly will not dig a hole in the garden
,,1,frances will hit me or frances will spend all my money,frances will not hit me and frances wil not spend all my money
,,0,stella has visited bucharest and stella has visited reghin,don didn t visit bucharest
,,1,robin has visited lugoj and robin has visited turda,robin didn t visit turda
,,1,england got to the quarter finals last year or france got to the quarter finals last year,england didn t get to the quarter finals last year and france didn t get to the quarter finals last year
,,1,annette created a clumsy work of art and annette created a yellow work of art,annette didn t create a clumsy work of art
,,1,florence created an orange work of art and florence created a black work of art,florence didn t create an orange work of art
Caroline is lively,Kyle is lively,0,Caroline is lively and Kyle is lively, Eileen is careful
,,1,mamie will ride the buffalo or mamie will hold me back,mamie will neither ride the buffalo nor hold me back
,,1,johnnie created a plain work of art and johnnie created a muscular work of art,johnnie didn t create a plain work of art
,,1,violet will go to randall s house or violet will shut the door down,violet will not go to randall s house and violet wil not shut the door down
,,0,alma will hang up on darlene or alma will hit her,alma will not hang up on darlene
,,1,johnnie s painting is faithful or johnnie s painting is black,johnnie s painting is neither faithful nor black
,,1,terry went to hunedoara and terry went to deva,terry didn t go to hunedoara
,,0,howard has visited giurgiu or howard has visited tulcea,debbie visited neither giurgiu nor tulcea
,,1,brent s painting is elegant or brent s painting is polite,brent s painting is neither elegant nor polite
Marilyn is brave,Tonya is obedient,1,Marilyn is brave and Tonya is obedient, Marilyn is not brave
,,1,sharon thought i was helping herman and sharon froze david s bank account,sharon didn t think i was helping herman
,,0,caroline s painting is rich or caroline s painting is salmon,caroline s painting isn t salmon
,,0,Michele is itchy or Richard is helpless, Michele is not itchy or Richard is not helpless
Lynn is agreeable,Stanley is thankful,1,Lynn is agreeable and Stanley is thankful, Lynn is not agreeable
,,0,jon created a muscular work of art and jon created a lively work of art,jon didn t create a mealy work of art
Karen is proud,Anne is obedient,1,Karen is proud and Anne is obedient, Karen is not proud
Michael is faithful,Kirk is shy,0,Michael is faithful and Kirk is shy, Michael is not shy
,,0,belgium got to the quarter finals last year or nigeria got to the quarter finals last year,nigeria didn t get to the quarter finals last year
,,1,jimmy s painting is gentle or jimmy s painting is ambitious,jimmy s painting is neither gentle nor ambitious
,,0,"Glenda, who is a cleaner, bought a japanese novel","Glenda, who is a scientist, didn't buy a japanese novel"
,,1,tammy showed my new photos and tammy taught math,tammy didn t show my new photos
,,1,"Joanna, who is a plumber, bought the new Tesla Roadster",Joanna isn't a plumber
,,1,wade went to arad or wade went to vaslui,wade didn t go to arad and wade didn t go to vaslui
,,0,denise has traveled to bucharest and denise has traveled to turda,jason didn t travel to turda
Janie is victorious,Velma is unimportant,0,Janie is victorious and Velma is unimportant, Janie is not unimportant
Sheila is lively,Ruth is obedient,1,Sheila is lively and Ruth is obedient, Sheila is not lively
,,1,glenda s painting is gorgeous or glenda s painting is thoughtless,glenda s painting is neither gorgeous nor thoughtless
,,0,regina has traveled to bucharest and hector has traveled to bucharest,regina didn t travel to craiova
,,0,franklin created a polite work of art and franklin created a repulsive work of art,christopher didn t create a polite work of art
Richard is powerful,Erika is inexpensive,1,Richard is powerful and Erika is inexpensive, Erika is not inexpensive
Erik is mushy,Emily is famous,1,Erik is mushy and Emily is famous, Emily is not famous
,,0,julian will draw ahead of the other runners or julian will come at night,julian will neither show cathy s old photos nor come at night
,,1,franklin will show jimmy s old photos or franklin will understand what carrie comment about lugoj,franklin will neither show jimmy s old photos nor understand what carrie comment about lugoj
