and_A,and_B,label,sentence1,sentence2
Joe is aggressive,Madeline is mushy,0,Joe is aggressive and Madeline is mushy, Joe is not mushy
,,0,carolyn laid down and carolyn stood up to yvonne,david didn t lay down
,,1,brent rode the buffalo and brent saw kathy,brent didn t see kathy
,,1,gail shut the door down and gail brought me out of matthew s house,gail didn t shut the door down
Pearl is obedient,Gladys is eager,1,Pearl is obedient and Gladys is eager, Pearl is not obedient
,,1,roberta felt threatened and roberta left me waiting,roberta didn t feel threatened
,,0,john sat on the chair and john rode the buffalo,heather didn t ride the buffalo
,,0,"Eric, who is a fireman, bought a pizza","Eric, Felicia's father, didn't buy a pizza"
,,1,jay created an alive work of art and jay created a mysterious work of art,jay didn t create an alive work of art
,,1,hazel lent me some money and hazel won the soccer match,hazel didn t lend me some money
Everett is famous,Helen is hallowed,1,Everett is famous and Helen is hallowed, Helen is not hallowed
,,1,arnold went to timisoara and thelma went to timisoara,thelma didn t go to timisoara
Amanda is gentle,Julia is zealous,0,Amanda is gentle and Julia is zealous, Grace is hallowed
,,1,"Oscar, who is a bartender, visit David",Oscar isn't a bartender
,,1,darlene cut my hair and darlene broke the record,darlene didn t cut my hair
,,0,louise has traveled to reghin and marion has traveled to reghin,louise didn t travel to hunedoara
,,1,wayne hit me and wayne chose this way of life,wayne didn t choose this way of life
,,1,Ross saw a girl driving in Bucharest,Ross didn't saw a girl driving
Phillip is zealous,Claudia is wrong,0,Phillip is zealous and Claudia is wrong, Claudia is not zealous
,,0,perry swam out toward the red boat and perry saw the best cashier from deva,sam didn t see the best cashier from deva
,,1,"Rodney, who is a pilot, bought a Chilean wine",Rodney isn't a pilot
,,1,robert has traveled to craiova and diana has traveled to craiova,robert didn t travel to craiova
,,1,beulah created a dazzling work of art and beulah created a fancy work of art,beulah didn t create a dazzling work of art
,,0,"Shirley, who is a cop, visit Jo","Shirley, who is a technician, didn't visit Jo"
,,1,erin has traveled to bucharest and melinda has traveled to bucharest,erin didn t travel to bucharest
,,1,"Bessie, who is a baker, bought a cup of coffee",Bessie didn't buy a cup of coffee
,,0,shelly showed marlene s old photos and shelly chose to live in craiova,leroy didn t choose to live in craiova
,,0,hilda has visited hunedoara and hilda has visited slatina,lula didn t visit slatina
,,0,christopher sat on the chair and christopher beat her,jennie didn t sit on the chair
,,1,fannie got me lying and fannie met me,fannie didn t meet me
,,1,john has visited arad and kevin has visited arad,john didn t visit arad
Hector is gentle,Rita is alive,0,Hector is gentle and Rita is alive, Hector is not alive
,,1,glen has traveled to timisoara and glen has traveled to slobozia,glen didn t travel to slobozia
,,0,vera has visited giurgiu and sharon has visited giurgiu,glenn didn t visit giurgiu
,,1,lisa sat on the floor and lisa bet on the wining horse,lisa didn t sit on the floor
,,0,jimmie created an ambitious work of art and jimmie created an orange work of art,jimmie didn t create a scruffy work of art
,,1,kristin has traveled to lugoj and kristin has traveled to arad,kristin didn t travel to arad
,,1,wallace created a tender work of art and wallace created a blue work of art,wallace didn t create a tender work of art
,,1,cindy fought the law and cindy dreamed of running in mangalia,cindy didn t dream of running in mangalia
,,0,"Fred, who is a builder, saw the new Marvel movie from the Russo Brothers","Fred, who is a musician, didn't saw the new Marvel movie from the Russo Brothers"
,,1,"Mamie, who is a plumber, visit Angie",Mamie didn't visit Angie
,,1,courtney froze my account and courtney bet on the green car,courtney didn t freeze my account
,,0,mitchell sent me a note and mitchell was a wonderful person,mitchell didn t fall in love with lonnie
,,1,natalie fell to the floor and natalie hurt him,natalie didn t hurt him
,,0,shirley has visited oradea and ron has visited oradea,david didn t visit oradea
,,0,beverly has visited blaj and aaron has visited blaj,alice didn t visit blaj
Angela is inexpensive,Oscar is mealy,1,Angela is inexpensive and Oscar is mealy, Oscar is not mealy
,,0,rosie has visited turda and rosie has visited reghin,erin didn t visit reghin
,,1,"Emma, who is a vet, visit Justin",Emma isn't a vet
,,0,ronnie created a gorgeous work of art and ronnie created a worried work of art,bradley didn t create a gorgeous work of art
,,1,jim woke up and jim brought me out of priscilla s house,jim didn t wake up
Rita is aggressive,Penny is thankful,1,Rita is aggressive and Penny is thankful, Rita is not aggressive
Brad is victorious,Debbie is witty,1,Brad is victorious and Debbie is witty, Brad is not victorious
,,0,kay bet on the game and kay wrote me a letter,janice didn t write me a letter
,,1,amanda did some good work and amanda flew to slatina,amanda didn t fly to slatina
Marilyn is happy,Claire is ambitious,0,Marilyn is happy and Claire is ambitious, Eddie is not vast
,,0,pedro has traveled to hunedoara and pedro has traveled to giurgiu,pedro didn t travel to oradea
Max is victorious,Lauren is powerful,0,Max is victorious and Lauren is powerful, Max is not powerful
,,1,eva found this blue car and eva did everything,eva didn t find this blue car
,,0,janet hurt her and janet broke rose s heart,kurt didn t break rose s heart
,,1,fannie created a zealous work of art and fannie created an unkempt work of art,fannie didn t create a zealous work of art
,,0,velma created a short work of art and velma created an eager work of art,rodney didn t create a short work of art
,,0,"Susan, who is a cop, saw a girl running","Susan, Shirley's mother, didn't saw a girl running"
Nancy is delightful,Scott is obedient,1,Nancy is delightful and Scott is obedient, Nancy is not delightful
,,0,milton wore a yellow hat and milton spoke to me,joyce didn t speak to me
,,0,"Frederick, who is a lawyer, saw the new Marvel movie from the Russo Brothers","Frederick, who is a electrician, didn't saw the new Marvel movie from the Russo Brothers"
,,1,brandi has traveled to tulcea and brandi has traveled to giurgiu,brandi didn t travel to tulcea
,,1,sherri has traveled to dej and marshall has traveled to dej,marshall didn t travel to dej
Jordan is important,Jeanne is helpful,1,Jordan is important and Jeanne is helpful, Jeanne is not helpful
Glen is vast,Michael is gifted,1,Glen is vast and Michael is gifted, Michael is not gifted
,,1,june created a delightful work of art and june created a helpful work of art,june didn t create a delightful work of art
Julia is inexpensive,Rene is careful,1,Julia is inexpensive and Rene is careful, Rene is not careful
,,0,jacob has visited turda and jacob has visited craiova,walter didn t visit craiova
,,1,Eileen saw a boy driving a black bicycle,Eileen didn't saw a boy driving
,,1,velma created a jolly work of art and velma created an orange work of art,velma didn t create a jolly work of art
,,1,sara had a good daya good conversation with patricia and sara froze my account,sara didn t have a good daya good conversation with patricia
Evelyn is unimportant,Rachel is dead,1,Evelyn is unimportant and Rachel is dead, Rachel is not dead
,,0,francis heard jacob and francis taught math,vicki didn t hear jacob
Jennie is nice,Ada is proud,1,Jennie is nice and Ada is proud, Jennie is not nice
Bessie is aggressive,Gloria is polite,0,Bessie is aggressive and Gloria is polite, Jenny is not important
,,1,joe created a gifted work of art and joe created a poor work of art,joe didn t create a gifted work of art
,,0,paula went to deva and paula went to slobozia,amelia didn t go to slobozia
Mabel is zealous,Kim is thankful,0,Mabel is zealous and Kim is thankful, Eddie is not gifted
,,0,mario has traveled to reghin and mario has traveled to deva,mario didn t travel to slatina
,,0,sally went to dej and joseph went to dej,sally didn t go to slatina
,,1,flora went to tulcea and carmen went to tulcea,flora didn t go to tulcea
,,1,lester created a faithful work of art and lester created an attractive work of art,lester didn t create a faithful work of art
,,0,sonya created a lemon work of art and sonya created an odd work of art,evelyn didn t create an odd work of art
,,1,"Melvin, who is a engineer, bought a Macbook",Melvin didn't buy a Macbook
,,0,rita created a purple work of art and rita created an odd work of art,alexander didn t create a purple work of art
,,0,melissa threw everything out the window and melissa showed my new photos,evelyn didn t throw everything out the window
,,0,clifford has visited dej and geneva has visited dej,clifford didn t visit mangalia
,,0,lynn ran from me and lynn woke up,duane didn t wake up
,,1,morris went to timisoara and ramona went to timisoara,morris didn t go to timisoara
,,0,"Florence, who is a journalist, visit Manuel","Florence, Alberto's mother, didn't visit Manuel"
,,0,"Constance, who is a bartender, visit Tim","Constance, who is a vet, didn't visit Tim"
,,1,"Troy, who is a receptionist, visit Julie",Troy isn't a receptionist
,,0,harriet became elizabeth best friend and harriet grew up,harriet didn t hide behind a bush
,,1,marshall has visited arad and marshall has visited bucharest,marshall didn t visit bucharest
,,1,melanie has traveled to vaslui and melanie has traveled to reghin,melanie didn t travel to vaslui
,,1,willard ran into lindsey and willard taught eddie about songwriting,willard didn t teach eddie about songwriting
,,0,ted froze my account and ted beat him,frederick didn t freeze my account
,,1,lena made me change the way i wrote and lena began screaming,lena didn t make me change the way i wrote
,,1,monique read the book about spiders and monique sat on the chair,monique didn t sit on the chair
,,0,Reginald saw a girl running from a black bus,Reginald didn't saw a girl running from a special recently built bus
,,0,theodore created a defeated work of art and theodore created a salmon work of art,theodore didn t create a short work of art
,,0,martha created an unimportant work of art and martha created a brave work of art,laura didn t create an unimportant work of art
Vernon is proud,David is aggressive,0,Vernon is proud and David is aggressive, Michele is not poor
Randall is polite,Mabel is witty,0,Randall is polite and Mabel is witty, Gina is not important
Charlotte is rich,Karen is vast,1,Charlotte is rich and Karen is vast, Karen is not vast
